f0	f1	f2	f3	f4	f5	f6	f7	f8	f9	f10	f11	f12	f13	f14	f15	f16	f17	f18	f19	f20	f21	f22	f23	f24	f25	f26	pred	pred	SVM(minus)	SVM(plus)	Random Forest(minus)	Random Forest(plus)	kNN(minus)	kNN(plus)	SVM	Random Forest	kNN
-1	0.044468	0.00042259	-0.795918	0.0412022	0.00040437	-0.654321	0.0341376	0.000329178	-0.570248	0.0319421	0.000346293	-0.550296	0.0311021	0.000338808	-0.573333	0.0294667	0.000353066	-0.598616	0.0293294	0.000359797	-0.606648	0.0299975	0.000396619	-0.582766	0.0311207	0.000468279	~	?	0.054	0.946	0.100	0.900	0.000	1.000	plus	plus	plus
-0.6	0.130502	0.0028173	-0.489796	0.108039	0.00486708	-0.407407	0.104419	0.00412647	-0.355372	0.0988657	0.00451319	-0.325444	0.103291	0.00486831	-0.342222	0.108113	0.00672246	-0.3391	0.105542	0.00732661	-0.304709	0.099521	0.00662936	-0.301587	0.0972824	0.00588152	~	?	0.990	0.010	0.995	0.005	0.916	0.084	minus	minus	minus
-0.6	0.0994246	0.00156131	-0.428571	0.105996	0.00273104	-0.234568	0.105699	0.00377733	-0.123967	0.0957109	0.00340165	-0.147929	0.0997475	0.00432914	-0.182222	0.0982169	0.00433721	-0.280277	0.0959717	0.00392119	-0.362881	0.0928311	0.00375566	-0.428571	0.0874256	0.003524	~	?	0.030	0.970	0.167	0.833	0.000	1.000	plus	plus	plus
-1	0.040968	0.000209999	-1	0.0402173	0.000318124	-1	0.0351528	0.000292037	-1	0.0408568	0.000494923	-0.994083	0.0506196	0.0012192	-0.995556	0.05948	0.00183424	-0.968858	0.0650583	0.00215951	-0.914127	0.0685159	0.00228638	-0.879819	0.0697631	0.00237418	~	?	0.992	0.008	0.996	0.004	1.000	0.000	minus	minus	minus
-0.28	0.161731	0.00857531	-0.346939	0.137928	0.00741386	-0.308642	0.123378	0.00649683	-0.256198	0.11576	0.00639263	-0.171598	0.108255	0.00676624	-0.111111	0.100086	0.006061	-0.0449827	0.0913581	0.00586097	-0.0193906	0.086645	0.00575135	-0.00907029	0.0820373	0.0055356	~	?	0.068	0.932	0.364	0.636	0.000	1.000	plus	plus	plus
-0.52	0.0922897	0.00114147	-0.428571	0.0863027	0.00241549	-0.481481	0.0796144	0.00253782	-0.487603	0.077811	0.00248039	-0.538462	0.0728785	0.00235794	-0.582222	0.0660897	0.00199947	-0.605536	0.0625242	0.00195409	-0.623269	0.0630663	0.0020251	-0.591837	0.0633725	0.00163722	~	?	0.891	0.109	0.687	0.313	0.657	0.343	minus	minus	minus
-1	0.0629825	0.000881346	-0.714286	0.0582827	0.000691144	-0.62963	0.0531961	0.000818661	-0.603306	0.0556226	0.00111775	-0.609467	0.0587473	0.00114183	-0.617778	0.0610079	0.00133681	-0.605536	0.0639108	0.0015585	-0.590028	0.0654525	0.00176687	-0.591837	0.0671967	0.00180768	~	?	0.018	0.982	0.399	0.601	0.000	1.000	plus	plus	plus
-0.76	0.107874	0.000749397	-0.755102	0.0925331	0.00152642	-0.679012	0.0811212	0.00165675	-0.61157	0.0755279	0.00180923	-0.573964	0.0685076	0.00185555	-0.564444	0.0673936	0.00200455	-0.574394	0.0670076	0.00253652	-0.592798	0.0682389	0.00262248	-0.60771	0.0693479	0.00283363	~	?	1.000	0.000	0.800	0.200	1.000	0.000	minus	minus	minus
-1	0.0496153	0.000738678	-1	0.0667818	0.00095983	-0.876543	0.0712338	0.00147062	-0.694215	0.0641359	0.00152275	-0.538462	0.0555944	0.00158074	-0.422222	0.0522297	0.00162353	-0.321799	0.0476117	0.00166433	-0.268698	0.0455459	0.00165348	-0.23356	0.0473524	0.00170284	~	?	0.548	0.452	0.543	0.457	0.000	1.000	minus	minus	plus
0	0.0346153	0.000325566	0	0.0390782	0.000495059	-0.0864198	0.0453019	0.0011339	-0.173554	0.0525014	0.00230643	-0.230769	0.0599494	0.00299588	-0.24	0.0584901	0.00307771	-0.242215	0.0523604	0.00306862	-0.265928	0.0495286	0.00303251	-0.283447	0.0488603	0.00299592	~	?	0.984	0.016	0.926	0.074	1.000	0.000	minus	minus	minus
-0.84	0.0945231	0.00179214	-0.632653	0.0994188	0.00200859	-0.506173	0.099822	0.00209674	-0.454545	0.0890766	0.00189439	-0.455621	0.0852746	0.00192495	-0.44	0.0840711	0.00170495	-0.425606	0.0780164	0.00172837	-0.412742	0.0763102	0.00188115	-0.408163	0.0775311	0.00213027	~	?	0.004	0.996	0.209	0.791	0.213	0.787	plus	plus	plus
-0.56	0.0368279	0.000382876	-0.591837	0.0341501	0.000264699	-0.716049	0.0378956	0.000493898	-0.785124	0.0383382	0.000762324	-0.816568	0.0370441	0.000636419	-0.844444	0.0398351	0.000819673	-0.865052	0.0461155	0.00125902	-0.847645	0.0519227	0.00147438	-0.834467	0.0540226	0.00165111	~	?	0.999	0.001	0.966	0.034	1.000	0.000	minus	minus	minus
-0.44	0.0967849	0.00155512	-0.265306	0.0751961	0.00148833	-0.259259	0.0685495	0.00149714	-0.256198	0.066853	0.0013019	-0.242604	0.0634162	0.00142029	-0.217778	0.0644168	0.00156857	-0.155709	0.062271	0.0016302	-0.141274	0.0598955	0.00163945	-0.129252	0.0588105	0.00161477	~	?	0.000	1.000	0.065	0.935	0.000	1.000	plus	plus	plus
-0.76	0.0398867	0.000213086	-0.755102	0.0319936	0.000267243	-0.802469	0.0306848	0.000200917	-0.809917	0.0306116	0.000178535	-0.804734	0.0356801	0.000751355	-0.813333	0.0421695	0.00137147	-0.799308	0.0469571	0.00173485	-0.767313	0.0510603	0.00209024	-0.734694	0.057667	0.00265896	~	?	0.999	0.001	0.979	0.021	1.000	0.000	minus	minus	minus
-0.96	0.0783654	0.0010087	-0.959184	0.0658153	0.0013313	-0.975309	0.0586721	0.0013861	-0.975207	0.0581051	0.00152467	-0.964497	0.0618217	0.00171005	-0.911111	0.0654119	0.00193369	-0.854671	0.0652637	0.00217593	-0.770083	0.0675976	0.00206728	-0.705215	0.0705823	0.00217572	~	?	0.999	0.001	0.672	0.328	1.000	0.000	minus	minus	minus
-0.52	0.120084	0.00350432	-0.469388	0.0947514	0.0042943	-0.419753	0.084835	0.00335507	-0.495868	0.0819143	0.00295621	-0.532544	0.0776728	0.00292834	-0.528889	0.0753723	0.00281037	-0.529412	0.0733851	0.00282166	-0.495845	0.0718795	0.00285022	-0.471655	0.0681855	0.00290967	~	?	0.866	0.134	0.596	0.404	0.733	0.267	minus	minus	minus
-0.64	0.155548	0.00324366	-0.428571	0.126201	0.00341632	-0.283951	0.114685	0.00514832	-0.272727	0.115126	0.00523387	-0.349112	0.112977	0.00598966	-0.413333	0.110688	0.00613308	-0.470588	0.104782	0.00543494	-0.520776	0.0981392	0.00509345	-0.578231	0.0941577	0.00477474	~	?	0.977	0.023	0.852	0.148	0.093	0.907	minus	minus	plus
-0.52	0.115354	0.00260731	-0.55102	0.110167	0.00330052	-0.641975	0.107826	0.00325382	-0.652893	0.103347	0.0032728	-0.639053	0.0960109	0.00329848	-0.635556	0.086313	0.00352123	-0.681661	0.0826749	0.00318546	-0.717452	0.0801302	0.00297866	-0.743764	0.0778066	0.00290229	~	?	0.968	0.032	0.817	0.183	1.000	0.000	minus	minus	minus
-0.92	0.10531	0.00276276	-0.795918	0.0981243	0.00213861	-0.703704	0.0831815	0.00203177	-0.586777	0.07459	0.0020331	-0.514793	0.0694131	0.00199882	-0.457778	0.0655492	0.00203361	-0.422145	0.0617883	0.00208936	-0.390582	0.0591907	0.00230036	-0.369615	0.0590549	0.00248221	~	?	0.405	0.595	0.257	0.743	0.042	0.958	plus	plus	plus
-0.76	0.102762	0.00090945	-0.632653	0.0838189	0.00119879	-0.617284	0.0704116	0.00128269	-0.619835	0.0658272	0.0012528	-0.615385	0.0622924	0.00124334	-0.617778	0.0610434	0.00119034	-0.653979	0.0613554	0.00134859	-0.684211	0.0627939	0.00136192	-0.723356	0.063647	0.0016495	~	?	0.983	0.017	0.810	0.190	1.000	0.000	minus	minus	minus
-0.2	0.138342	0.00572394	-0.469388	0.147015	0.00472959	-0.506173	0.143849	0.00395384	-0.471074	0.130087	0.00373129	-0.443787	0.114253	0.00402594	-0.413333	0.104555	0.00374226	-0.370242	0.095039	0.00362231	-0.32964	0.0864029	0.00353618	-0.269841	0.0820414	0.00338731	~	?	0.055	0.945	0.153	0.847	0.000	1.000	plus	plus	plus
-0.84	0.128926	0.00322866	-0.632653	0.109704	0.00352714	-0.530864	0.105331	0.00353095	-0.438017	0.0940811	0.00309132	-0.349112	0.0830886	0.00310244	-0.253333	0.0756255	0.00307464	-0.15917	0.0694985	0.00307512	-0.066482	0.0653582	0.00297561	0.00453515	0.061541	0.00302847	~	?	0.225	0.775	0.160	0.840	0.052	0.948	plus	plus	plus
-0.6	0.0546489	0.000923902	-0.428571	0.0536784	0.00134249	-0.382716	0.0513327	0.00133443	-0.256198	0.0539903	0.00145771	-0.12426	0.054655	0.00138766	-0.0666667	0.0565717	0.00140435	-0.0519031	0.0571227	0.00147962	-0.0914127	0.0596766	0.00186001	-0.142857	0.0599561	0.00183771	~	?	0.007	0.993	0.169	0.831	0.000	1.000	plus	plus	plus
-0.92	0.122883	0.00395527	-0.734694	0.123514	0.00428026	-0.641975	0.120651	0.00376826	-0.603306	0.108622	0.00321471	-0.538462	0.0945487	0.00305889	-0.515556	0.0878423	0.00278318	-0.401384	0.0814196	0.00259259	-0.32133	0.0756214	0.00250095	-0.267574	0.0718035	0.00235496	~	?	0.251	0.749	0.469	0.531	0.052	0.948	plus	minus	plus
-1	0.0765179	0.00409875	-0.816327	0.0923374	0.00388844	-0.654321	0.0923739	0.0038028	-0.545455	0.0871335	0.00374003	-0.47929	0.0805195	0.00369077	-0.404444	0.0764503	0.0036508	-0.352941	0.0749365	0.00370657	-0.296399	0.0732729	0.00370964	-0.249433	0.0692585	0.00358465	~	?	0.883	0.117	0.527	0.473	0.539	0.461	minus	minus	minus
-0.96	0.044305	0.000126469	-0.918367	0.0409594	0.000333494	-0.925926	0.0501493	0.00100401	-0.917355	0.0597504	0.00224448	-0.869823	0.0631431	0.00224372	-0.742222	0.0578452	0.00199148	-0.626298	0.0533185	0.00188336	-0.518006	0.0495489	0.00190638	-0.446712	0.0485901	0.00193594	~	?	0.999	0.001	0.942	0.058	1.000	0.000	minus	minus	minus
-0.92	0.0683311	0.00166782	-0.795918	0.0604258	0.00163748	-0.753086	0.0661526	0.00173617	-0.719008	0.0728258	0.00175295	-0.585799	0.0695466	0.00164618	-0.537778	0.0666408	0.00176583	-0.49481	0.0655483	0.00166377	-0.523546	0.0642273	0.00161133	-0.546485	0.0645868	0.00167737	~	?	0.005	0.995	0.215	0.785	0.000	1.000	plus	plus	plus
-1	0.109461	0.00212726	-0.959184	0.112582	0.00507958	-0.82716	0.110243	0.0050143	-0.727273	0.104717	0.00430211	-0.64497	0.0953084	0.00434584	-0.582222	0.0882383	0.00478761	-0.532872	0.0829926	0.00493609	-0.490305	0.0802138	0.00475115	-0.437642	0.0781502	0.00477326	~	?	0.972	0.028	0.960	0.040	0.169	0.831	minus	minus	plus
-0.32	0.0976909	0.00256112	-0.469388	0.0944148	0.00204541	-0.580247	0.102837	0.00241828	-0.694215	0.104572	0.00302641	-0.769231	0.108967	0.00345317	-0.786667	0.104873	0.00331145	-0.782007	0.104321	0.00375569	-0.736842	0.10648	0.00432138	-0.655329	0.102653	0.00413437	~	?	0.943	0.057	0.967	0.033	0.858	0.142	minus	minus	minus
0.04	0.057423	0.00131909	0.0204082	0.0526651	0.00100058	0.209877	0.0509029	0.00116062	0.322314	0.0450854	0.000994906	0.408284	0.0390504	0.000848029	0.475556	0.0355827	0.000757852	0.522491	0.0327368	0.00070546	0.540166	0.0304694	0.000706151	0.55102	0.0296478	0.000739755	~	?	0.035	0.965	0.004	0.996	0.000	1.000	plus	plus	plus
-1	0.0342865	0.000198504	-1	0.0405978	0.000361245	-1	0.043212	0.000401278	-1	0.0429226	0.000396218	-0.988166	0.0445238	0.000562854	-0.973333	0.0471831	0.000881391	-0.937716	0.048192	0.00100581	-0.872576	0.0481506	0.00110441	-0.811791	0.0487778	0.00118099	~	?	1.000	0.000	0.981	0.019	1.000	0.000	minus	minus	minus
0	0.0323726	0.000352938	-0.0204082	0.0359661	0.000439928	-0.0617284	0.0357601	0.00051579	-0.115702	0.0321397	0.000517169	-0.147929	0.0306562	0.000583655	-0.195556	0.0335418	0.000621242	-0.235294	0.0364131	0.000771988	-0.257618	0.0387431	0.000973175	-0.265306	0.0411102	0.00118931	~	?	0.994	0.006	0.718	0.282	1.000	0.000	minus	minus	minus
-0.44	0.0871052	0.00399345	-0.44898	0.0851764	0.00347913	-0.45679	0.0821839	0.00352678	-0.429752	0.0756524	0.00312869	-0.378698	0.0695467	0.00288521	-0.386667	0.0666886	0.00267171	-0.401384	0.0636487	0.0026733	-0.385042	0.0620304	0.00262076	-0.371882	0.0612007	0.00254621	~	?	0.174	0.826	0.472	0.528	0.907	0.093	plus	minus	minus
0.28	0.065033	0.00118654	0.0612245	0.0732387	0.00140885	-0.037037	0.0706901	0.00134124	-0.107438	0.067054	0.00131207	-0.147929	0.0630102	0.00131866	-0.182222	0.0568637	0.00135163	-0.231834	0.0515793	0.00124013	-0.274238	0.0489255	0.00109174	-0.269841	0.0468163	0.000996531	~	?	0.017	0.983	0.092	0.908	0.000	1.000	plus	plus	plus
-0.64	0.126534	0.00248513	-0.489796	0.11529	0.00286021	-0.469136	0.123614	0.00352045	-0.446281	0.123013	0.00381584	-0.390533	0.109603	0.00381304	-0.373333	0.0978092	0.0041276	-0.408305	0.0933544	0.00411276	-0.443213	0.0903903	0.00405929	-0.430839	0.0906695	0.00395153	~	?	0.689	0.311	0.601	0.399	0.062	0.938	minus	minus	plus
-1	0.10902	0.00261374	-0.897959	0.101904	0.00244996	-0.802469	0.0905199	0.00183867	-0.710744	0.0802413	0.00165415	-0.64497	0.0780598	0.00201325	-0.617778	0.0769668	0.00255631	-0.598616	0.0738339	0.0027238	-0.595568	0.0724598	0.00277782	-0.585034	0.0708422	0.00295759	~	?	0.919	0.081	0.554	0.446	0.126	0.874	minus	minus	plus
-1	0.0264935	0.000169573	-0.979592	0.0305497	0.0003652	-0.962963	0.0307928	0.000304423	-0.958678	0.0329213	0.000328382	-0.952663	0.0381812	0.000507788	-0.964444	0.0454789	0.00115615	-0.951557	0.0561145	0.00221971	-0.894737	0.0609865	0.00236869	-0.85941	0.0649524	0.00247977	~	?	0.986	0.014	0.980	0.020	1.000	0.000	minus	minus	minus
-0.88	0.0681806	0.00085887	-0.877551	0.0729925	0.000695084	-0.876543	0.0669187	0.00092109	-0.909091	0.0645097	0.00110487	-0.923077	0.0647819	0.00166097	-0.915556	0.0679046	0.00196941	-0.889273	0.0683795	0.00197204	-0.833795	0.0686217	0.00202176	-0.77551	0.0678537	0.00205357	~	?	1.000	0.000	0.822	0.178	0.900	0.100	minus	minus	minus
-0.88	0.119238	0.00373922	-0.755102	0.127588	0.00634722	-0.753086	0.135697	0.00805594	-0.702479	0.139814	0.00774082	-0.585799	0.133082	0.00706203	-0.484444	0.124059	0.00687425	-0.397924	0.118296	0.00713237	-0.3241	0.112509	0.00679201	-0.274376	0.10466	0.00603744	~	?	0.968	0.032	1.000	0.000	1.000	0.000	minus	minus	minus
-1	0.0400008	0.000170312	-1	0.0367583	0.000232053	-1	0.0357378	0.000221823	-1	0.0364849	0.000263261	-0.994083	0.0372709	0.00036385	-0.995556	0.0396534	0.000400449	-0.972318	0.0440932	0.000758891	-0.947368	0.0473458	0.000977256	-0.92517	0.0500119	0.00120936	~	?	0.999	0.001	0.966	0.034	1.000	0.000	minus	minus	minus
-0.36	0.0627496	0.00113357	-0.387755	0.0598118	0.00105144	-0.283951	0.0557964	0.000909162	-0.190083	0.0560425	0.000837779	-0.00591716	0.0544938	0.000844383	0.164444	0.052829	0.000853222	0.252595	0.0511765	0.000867823	0.313019	0.049305	0.000974809	0.351474	0.050629	0.0012638	~	?	0.046	0.954	0.026	0.974	0.000	1.000	plus	plus	plus
-1	0.0328128	0.000291356	-0.979592	0.0455178	0.0008149	-0.962963	0.0499325	0.000655742	-0.975207	0.0509574	0.000720565	-0.982249	0.0516392	0.000777824	-0.977778	0.0533449	0.00082457	-0.982699	0.0544057	0.000937192	-0.98615	0.056668	0.000991441	-0.986395	0.0606305	0.00115044	~	?	1.000	0.000	0.876	0.124	1.000	0.000	minus	minus	minus
-0.76	0.131321	0.00276956	-0.673469	0.118638	0.00307524	-0.580247	0.104652	0.00250075	-0.553719	0.0890398	0.002474	-0.550296	0.0852932	0.00243788	-0.591111	0.080595	0.00221604	-0.626298	0.0761902	0.00212075	-0.628809	0.0735357	0.00225304	-0.603175	0.0770682	0.00244229	~	?	0.065	0.935	0.656	0.344	0.444	0.556	plus	minus	plus
-1	0.0690998	0.000791079	-1	0.0739689	0.00105434	-0.975309	0.0681118	0.00119075	-0.983471	0.0663892	0.00122697	-0.988166	0.0627436	0.00111179	-0.991111	0.0590445	0.00102668	-0.99308	0.0550584	0.00101336	-0.99446	0.0512257	0.000987531	-0.995465	0.0487278	0.000960175	~	?	0.021	0.979	0.067	0.933	0.000	1.000	plus	plus	plus
-0.76	0.125597	0.00350296	-0.714286	0.114706	0.00288397	-0.679012	0.103299	0.00233873	-0.619835	0.089374	0.00241569	-0.609467	0.0843122	0.00225153	-0.626667	0.0786098	0.00212624	-0.647059	0.0762075	0.00218686	-0.65651	0.0764582	0.002219	-0.628118	0.0782744	0.0024407	~	?	0.046	0.954	0.687	0.313	0.590	0.410	plus	minus	minus
-0.96	0.0954937	0.00569628	-0.857143	0.0904407	0.00531406	-0.814815	0.0893511	0.00490431	-0.77686	0.0910683	0.00506568	-0.704142	0.0882917	0.00496664	-0.68	0.0891612	0.00473874	-0.67474	0.0872533	0.00485534	-0.684211	0.0848361	0.00448647	-0.680272	0.0807809	0.00406452	~	?	0.976	0.024	0.914	0.086	0.933	0.067	minus	minus	minus
-0.36	0.0862211	0.00100328	-0.265306	0.0740964	0.00160675	-0.234568	0.0722771	0.00195214	-0.206612	0.0711099	0.00188213	-0.112426	0.0685714	0.001773	-0.04	0.0668596	0.00193886	-0.0103806	0.0689923	0.00201203	-0.0304709	0.0677562	0.00200287	-0.0294785	0.0642235	0.00187504	~	?	0.000	1.000	0.043	0.957	0.000	1.000	plus	plus	plus
-0.68	0.0727129	0.000676637	-0.469388	0.0759248	0.000912943	-0.283951	0.0719416	0.00114836	-0.190083	0.0718876	0.00111359	-0.171598	0.066575	0.00118925	-0.226667	0.0596506	0.00101964	-0.252595	0.0543869	0.000990056	-0.252078	0.0541109	0.000978431	-0.238095	0.0534637	0.000926778	~	?	0.003	0.997	0.112	0.888	0.000	1.000	plus	plus	plus
-0.72	0.144299	0.00466094	-0.653061	0.142008	0.0041867	-0.580247	0.127016	0.00344064	-0.570248	0.110928	0.00331489	-0.544379	0.107552	0.00313014	-0.515556	0.104051	0.00324486	-0.429066	0.1002	0.00323229	-0.412742	0.0968805	0.00331953	-0.446712	0.0932156	0.0034064	~	?	0.457	0.543	0.317	0.683	0.182	0.818	plus	plus	plus
-0.6	0.127649	0.00216665	-0.489796	0.104625	0.00320687	-0.45679	0.0930421	0.00282164	-0.446281	0.0843608	0.00262005	-0.491124	0.0810568	0.00247237	-0.542222	0.0805867	0.00236298	-0.570934	0.0816519	0.00245105	-0.559557	0.081867	0.00257836	-0.535147	0.080048	0.0025523	~	?	0.409	0.591	0.483	0.517	0.065	0.935	plus	plus	plus
-1	0.0808284	0.00134179	-0.959184	0.0800108	0.00207539	-0.82716	0.0780111	0.00216933	-0.752066	0.0723869	0.002355	-0.668639	0.0662961	0.00264171	-0.613333	0.0651686	0.00268749	-0.550173	0.0644942	0.00275468	-0.512465	0.0647142	0.00287618	-0.482993	0.0640001	0.00283718	~	?	0.200	0.800	0.272	0.728	0.013	0.987	plus	plus	plus
-1	0.113507	0.00368519	-0.877551	0.107389	0.00218933	-0.851852	0.0938261	0.00231749	-0.818182	0.0835593	0.00222216	-0.786982	0.0768666	0.00230751	-0.733333	0.0795883	0.00226392	-0.709343	0.0804107	0.00218978	-0.709141	0.0792535	0.00227668	-0.709751	0.079707	0.00244232	~	?	0.490	0.510	0.653	0.347	0.117	0.883	plus	minus	plus
-0.52	0.103724	0.00358248	-0.346939	0.0979142	0.00223027	-0.259259	0.106115	0.00261022	-0.140496	0.0988558	0.00220908	-0.0887574	0.0854723	0.00266263	-0.12	0.0840223	0.00252727	-0.17301	0.0816462	0.00244001	-0.232687	0.0776063	0.00251132	-0.263039	0.0755252	0.00242427	~	?	0.006	0.994	0.136	0.864	0.000	1.000	plus	plus	plus
-0.96	0.0472503	0.000333889	-0.877551	0.055799	0.000920103	-0.802469	0.065532	0.00246888	-0.735537	0.0761259	0.00302843	-0.64497	0.0850046	0.00444758	-0.586667	0.0899313	0.00515137	-0.539792	0.0877013	0.00425199	-0.512465	0.0851228	0.00349957	-0.546485	0.0836209	0.00329294	~	?	0.929	0.071	0.753	0.247	0.813	0.187	minus	minus	minus
-0.92	0.104278	0.00308814	-0.591837	0.087454	0.00264725	-0.432099	0.0739312	0.00255961	-0.355372	0.0709534	0.00236464	-0.337278	0.0722725	0.00282136	-0.324444	0.0714398	0.00244712	-0.321799	0.0701699	0.0025742	-0.3241	0.0705111	0.00260748	-0.306122	0.0690876	0.00244397	~	?	0.072	0.928	0.242	0.758	0.000	1.000	plus	plus	plus
-0.08	0.153695	0.0204628	-0.0204082	0.117486	0.0164785	0.0493827	0.101227	0.0144375	0.0826446	0.0914365	0.0129052	0.12426	0.0851318	0.0118305	0.16	0.0776915	0.0111747	0.183391	0.0757884	0.0103766	0.188366	0.0755722	0.0101688	0.190476	0.0727463	0.00890844	~	?	0.910	0.090	0.933	0.067	1.000	0.000	minus	minus	minus
-0.32	0.058172	0.00108128	-0.469388	0.0682407	0.00286392	-0.604938	0.0767053	0.00430678	-0.603306	0.0813608	0.00457808	-0.597633	0.0794407	0.00430311	-0.582222	0.0748901	0.00415761	-0.567474	0.071793	0.00421784	-0.609418	0.0712855	0.00433317	-0.641723	0.0718287	0.00415077	~	?	0.986	0.014	0.899	0.101	0.948	0.052	minus	minus	minus
-0.2	0.111786	0.00371734	-0.0204082	0.0849703	0.00461863	-0.0617284	0.078191	0.00434228	-0.198347	0.081275	0.00387466	-0.242604	0.0820796	0.0043596	-0.302222	0.0824905	0.00451758	-0.366782	0.0802949	0.00433431	-0.415512	0.0784711	0.00381589	-0.473923	0.0767539	0.00341665	~	?	0.904	0.096	0.421	0.579	0.450	0.550	minus	plus	plus
-0.28	0.152622	0.0143149	-0.142857	0.143625	0.0129636	-0.0493827	0.122852	0.0104592	-0.00826446	0.111755	0.00906125	0.0177515	0.107093	0.00833685	0.0357143	0.100619	0.00744724	0.0418118	0.0942541	0.00685678	0.0501393	0.0914627	0.00650786	0.0774487	0.0880644	0.0061372	~	?	0.967	0.033	1.000	0.000	0.969	0.031	minus	minus	minus
-1	0.0340774	0.000284739	-0.959184	0.0349402	0.000284245	-0.91358	0.0364897	0.000344894	-0.834711	0.0399557	0.000482879	-0.733728	0.0424331	0.000494168	-0.666667	0.0427828	0.000464165	-0.657439	0.0450262	0.000587172	-0.66482	0.0511007	0.00114017	-0.68254	0.0581332	0.00172894	~	?	1.000	0.000	0.951	0.049	1.000	0.000	minus	minus	minus
-0.68	0.0905309	0.00297897	-0.755102	0.0941281	0.00304103	-0.728395	0.0940296	0.00264027	-0.669421	0.0813167	0.00232758	-0.633136	0.0706286	0.00216176	-0.6	0.0659316	0.00204364	-0.564014	0.0616481	0.00212291	-0.540166	0.0602881	0.00216336	-0.514739	0.0594031	0.00212828	~	?	0.649	0.351	0.523	0.477	0.039	0.961	minus	minus	plus
-1	0.0453413	0.000894516	-1	0.0514967	0.00173473	-0.925926	0.0613661	0.00225366	-0.85124	0.0654119	0.0025698	-0.781065	0.0661896	0.00269756	-0.724444	0.0682288	0.00297967	-0.6609	0.0685161	0.00309296	-0.612188	0.0661131	0.00302122	-0.575964	0.0652253	0.00294437	~	?	0.350	0.650	0.628	0.372	0.028	0.972	plus	minus	plus
-0.52	0.0936202	0.00157188	-0.22449	0.0722818	0.00119819	-0.135802	0.0671054	0.00118338	-0.190083	0.0707896	0.00169287	-0.207101	0.0651192	0.00137597	-0.164444	0.0660193	0.00148477	-0.0934256	0.0706406	0.00213437	-0.0249307	0.0716821	0.00261746	0.00453515	0.0721892	0.00282966	~	?	0.007	0.993	0.031	0.969	0.000	1.000	plus	plus	plus
-0.6	0.093058	0.0012727	-0.591837	0.0797164	0.00148354	-0.654321	0.0851981	0.00187236	-0.603306	0.0882162	0.00184136	-0.455621	0.0835553	0.00163237	-0.395556	0.0809494	0.00161045	-0.408305	0.0822639	0.00179525	-0.437673	0.0802063	0.00174418	-0.471655	0.0788256	0.00184352	~	?	0.056	0.944	0.229	0.771	0.015	0.985	plus	plus	plus
-0.6	0.130779	0.00304622	-0.346939	0.115322	0.00415283	-0.259259	0.107002	0.00400676	-0.256198	0.103458	0.00373313	-0.242604	0.0926127	0.00313059	-0.266667	0.0858696	0.00292816	-0.273356	0.0850749	0.00325688	-0.296399	0.0848187	0.00292753	-0.340136	0.0869672	0.00301688	~	?	0.000	1.000	0.121	0.879	0.000	1.000	plus	plus	plus
-0.88	0.101457	0.00127457	-0.857143	0.120287	0.00399513	-0.716049	0.132346	0.00446022	-0.528926	0.126374	0.00485429	-0.35503	0.114917	0.00562071	-0.222222	0.107457	0.00584614	-0.148789	0.100647	0.00558548	-0.066482	0.0926973	0.00557269	-0.00226757	0.086486	0.00493114	~	?	0.984	0.016	0.292	0.708	0.930	0.070	minus	plus	minus
-0.8	0.0358671	0.000448204	-0.897959	0.0387092	0.000503394	-0.938272	0.0447091	0.000799118	-0.958678	0.0441964	0.000838936	-0.970414	0.0422239	0.000742633	-0.968889	0.0425565	0.000724905	-0.965398	0.041705	0.000765153	-0.966759	0.0416913	0.000680644	-0.970522	0.0431181	0.000715091	~	?	0.987	0.013	0.851	0.149	1.000	0.000	minus	minus	minus
-1	0.0637952	0.00228421	-0.918367	0.0685982	0.00227029	-0.777778	0.0643132	0.00214685	-0.603306	0.063065	0.00210156	-0.485207	0.0660745	0.00187857	-0.453333	0.0712805	0.0020193	-0.415225	0.0776017	0.00235815	-0.376731	0.0771209	0.00251327	-0.37415	0.0750055	0.00235983	~	?	0.645	0.355	0.371	0.629	0.385	0.615	minus	plus	plus
