@relation 'training-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28-weka.filters.supervised.attribute.AddClassification-Wweka.classifiers.rules.ZeroR-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28'

@attribute a numeric
@attribute b numeric
@attribute c numeric
@attribute d numeric
@attribute e numeric
@attribute f numeric
@attribute g numeric
@attribute h numeric
@attribute i numeric
@attribute j numeric
@attribute k numeric
@attribute l numeric
@attribute m numeric
@attribute n numeric
@attribute o numeric
@attribute p numeric
@attribute q numeric
@attribute r numeric
@attribute s numeric
@attribute t numeric
@attribute u numeric
@attribute v numeric
@attribute w numeric
@attribute x numeric
@attribute y numeric
@attribute z numeric
@attribute aa numeric
@attribute bb {1,-1}

@data
-0.92,0.113304,0.001677,-0.836735,0.088349,0.001914,-0.777778,0.090337,0.00187,-0.735537,0.086311,0.002143,-0.715976,0.08365,0.002065,-0.715556,0.082751,0.002085,-0.705882,0.081604,0.002151,-0.67036,0.085739,0.002485,-0.628118,0.087093,0.002895,1
-1,0.071371,0.001037,-0.938776,0.092055,0.002696,-0.901235,0.10365,0.002619,-0.842975,0.104421,0.00286,-0.816568,0.101453,0.003642,-0.813333,0.099069,0.004007,-0.813149,0.097728,0.003617,-0.808864,0.094533,0.003504,-0.804989,0.09157,0.00337,1
-0.88,0.097792,0.002367,-0.734694,0.102396,0.002738,-0.654321,0.108903,0.002954,-0.595041,0.108837,0.003342,-0.573964,0.105349,0.003741,-0.564444,0.101605,0.003618,-0.49481,0.096731,0.003537,-0.454294,0.090003,0.003275,-0.455782,0.085691,0.003049,-1
-0.6,0.07916,0.000834,-0.306122,0.072076,0.001698,-0.111111,0.072296,0.001877,0.090909,0.065497,0.001587,0.136095,0.06211,0.001312,0.128889,0.062969,0.001434,0.093426,0.06204,0.001407,0.055402,0.067775,0.002188,0.079365,0.07188,0.002892,1
-0.16,0.020737,0.00013,-0.285714,0.036548,0.000518,-0.345679,0.056848,0.002334,-0.380165,0.067071,0.003244,-0.390533,0.077322,0.00313,-0.431111,0.085486,0.004175,-0.474048,0.091528,0.004843,-0.481994,0.093656,0.004356,-0.498866,0.090142,0.004228,-1
-0.76,0.114054,0.002532,-0.469388,0.104167,0.002719,-0.382716,0.092,0.002564,-0.454545,0.083413,0.002322,-0.467456,0.077563,0.002442,-0.457778,0.072585,0.002626,-0.467128,0.068408,0.002072,-0.434903,0.066339,0.001865,-0.419501,0.064254,0.001777,1
-0.92,0.060473,0.001096,-0.795918,0.063506,0.001193,-0.703704,0.06665,0.001353,-0.619835,0.070719,0.001553,-0.550296,0.068384,0.001761,-0.528889,0.06623,0.0016,-0.522491,0.066838,0.001627,-0.523546,0.067438,0.001598,-0.52381,0.065532,0.00147,1
-1,0.096526,0.001685,-1,0.075866,0.002042,-0.962963,0.075625,0.002491,-0.842975,0.085468,0.003911,-0.763314,0.074915,0.00271,-0.715556,0.072292,0.002458,-0.67474,0.07125,0.002284,-0.639889,0.069805,0.002523,-0.641723,0.073673,0.003256,-1
0,0.001181,0.000009,0,0.022879,0.001319,-0.037037,0.046902,0.003496,-0.07438,0.059863,0.004826,-0.100592,0.065851,0.005303,-0.102222,0.070577,0.005575,-0.089965,0.07486,0.006249,-0.085873,0.079677,0.006815,-0.081633,0.078063,0.007003,-1
-0.28,0.093542,0.003103,-0.265306,0.093073,0.003181,-0.308642,0.079041,0.002972,-0.338843,0.083115,0.002746,-0.349112,0.083482,0.003058,-0.342222,0.082065,0.002979,-0.342561,0.085638,0.003248,-0.31856,0.08745,0.003735,-0.297052,0.084831,0.003535,1
-0.84,0.083575,0.000564,-0.755102,0.073857,0.001145,-0.777778,0.0736,0.001913,-0.694215,0.071086,0.002144,-0.64497,0.06331,0.002094,-0.648889,0.06219,0.001827,-0.643599,0.058855,0.001687,-0.67313,0.057704,0.00166,-0.698413,0.056877,0.001678,-1
0,0.018019,0.000639,-0.020408,0.05228,0.003312,-0.074074,0.062241,0.00334,-0.14876,0.060989,0.002896,-0.218935,0.061617,0.002754,-0.257778,0.062371,0.002589,-0.283737,0.062782,0.002703,-0.307479,0.067524,0.002806,-0.326531,0.06993,0.002741,-1
-0.52,0.120495,0.003707,-0.346939,0.111121,0.004295,-0.308642,0.098583,0.004364,-0.256198,0.092759,0.004391,-0.266272,0.090678,0.004083,-0.262222,0.0899,0.003864,-0.280277,0.087523,0.00373,-0.252078,0.083795,0.003458,-0.247166,0.080226,0.003199,1
0,0.00591,0.000103,0,0.017847,0.000951,-0.012346,0.03269,0.001792,-0.049587,0.039657,0.001689,-0.112426,0.047297,0.001848,-0.16,0.050167,0.001941,-0.200692,0.050535,0.001947,-0.229917,0.052229,0.001835,-0.251701,0.053676,0.001752,-1
-0.68,0.051961,0.000502,-0.755102,0.058449,0.000856,-0.82716,0.05527,0.000806,-0.884298,0.058767,0.001106,-0.881657,0.064888,0.001784,-0.835556,0.076205,0.001948,-0.764706,0.084813,0.00252,-0.6759,0.084793,0.002707,-0.605442,0.081354,0.002639,-1
-0.64,0.137832,0.003798,-0.55102,0.120211,0.002772,-0.555556,0.096182,0.003553,-0.570248,0.083188,0.003989,-0.56213,0.075585,0.003953,-0.564444,0.069344,0.00378,-0.567474,0.065894,0.003444,-0.554017,0.063313,0.00312,-0.557823,0.059997,0.00293,-1
-0.76,0.070372,0.001415,-0.714286,0.075564,0.001927,-0.666667,0.073751,0.001303,-0.619835,0.071685,0.001266,-0.64497,0.071349,0.001152,-0.671111,0.072853,0.001267,-0.695502,0.076045,0.001627,-0.722992,0.079205,0.001777,-0.730159,0.078657,0.001806,-1
-0.36,0.074737,0.000892,-0.591837,0.062719,0.000586,-0.679012,0.064715,0.001063,-0.619835,0.064222,0.001138,-0.56213,0.060278,0.001037,-0.502222,0.055786,0.001112,-0.439446,0.052231,0.001049,-0.34072,0.050335,0.000956,-0.269841,0.047301,0.000907,1
-1,0.033223,0.000276,-1,0.034295,0.000407,-1,0.04018,0.000476,-1,0.046711,0.000774,-1,0.050696,0.000788,-1,0.052394,0.000739,-0.99308,0.054886,0.000964,-0.98338,0.056534,0.001014,-0.941043,0.05558,0.00096,-1
0.12,0.067887,0.000919,0.102041,0.049257,0.001112,0.135802,0.058193,0.001271,0.305785,0.058483,0.001548,0.384615,0.052187,0.00136,0.395556,0.055743,0.002003,0.397924,0.059925,0.003766,0.426593,0.06109,0.00394,0.453515,0.059919,0.003614,1
-0.92,0.067545,0.000627,-0.918367,0.072031,0.000738,-0.938272,0.066229,0.000594,-0.958678,0.063865,0.00063,-0.95858,0.061786,0.000722,-0.955556,0.061438,0.00095,-0.951557,0.06118,0.001035,-0.925208,0.06173,0.001103,-0.895692,0.062798,0.001127,-1
-1,0.098288,0.001981,-0.816327,0.097245,0.001853,-0.716049,0.088838,0.001829,-0.619835,0.08201,0.002107,-0.556213,0.077755,0.00222,-0.462222,0.073101,0.002382,-0.370242,0.070585,0.002488,-0.33795,0.069881,0.002587,-0.326531,0.070535,0.002769,-1
-1,0.032376,0.000242,-0.959184,0.035402,0.000239,-0.950617,0.041848,0.000286,-0.966942,0.046058,0.000696,-0.964497,0.048055,0.000846,-0.96,0.048043,0.000756,-0.968858,0.051049,0.00091,-0.975069,0.054484,0.00101,-0.979592,0.056547,0.001025,-1
-1,0.058479,0.001384,-0.959184,0.0711,0.002743,-0.851852,0.07228,0.003161,-0.77686,0.070875,0.003289,-0.704142,0.071481,0.003404,-0.644444,0.071548,0.003501,-0.598616,0.069469,0.00346,-0.554017,0.067675,0.003327,-0.52381,0.065754,0.003103,1
-0.76,0.141128,0.002855,-0.612245,0.10899,0.00386,-0.580247,0.101404,0.003826,-0.61157,0.095784,0.003914,-0.621302,0.088375,0.003687,-0.604444,0.083445,0.003249,-0.550173,0.080305,0.00299,-0.509695,0.078175,0.003067,-0.517007,0.077351,0.003026,-1
-1,0.053014,0.000697,-1,0.074174,0.003286,-0.777778,0.086909,0.005485,-0.636364,0.073082,0.003804,-0.56213,0.066942,0.003589,-0.582222,0.068268,0.003989,-0.615917,0.065926,0.003961,-0.612188,0.066381,0.003733,-0.619048,0.064945,0.003582,1
-0.6,0.079615,0.000517,-0.469388,0.059483,0.000978,-0.407407,0.059122,0.001439,-0.53719,0.062565,0.001717,-0.597633,0.063351,0.001746,-0.626667,0.061304,0.001624,-0.647059,0.062705,0.001705,-0.628809,0.0645,0.001656,-0.609977,0.063687,0.001672,1
-0.2,0.06294,0.001106,0.102041,0.06143,0.001138,0.259259,0.052923,0.001005,0.371901,0.043649,0.000967,0.443787,0.038197,0.000909,0.502222,0.035771,0.000788,0.543253,0.033287,0.000734,0.573407,0.030648,0.000717,0.578231,0.029263,0.000702,1
-1,0.013872,0.000053,-1,0.021554,0.000172,-0.888889,0.02816,0.000343,-0.826446,0.030956,0.000441,-0.810651,0.032727,0.000417,-0.826667,0.033587,0.0004,-0.844291,0.034202,0.000446,-0.850416,0.036458,0.000545,-0.843537,0.041437,0.001012,-1
-0.96,0.116895,0.001224,-0.714286,0.127205,0.002732,-0.54321,0.111116,0.001912,-0.520661,0.114108,0.002846,-0.502959,0.119005,0.003828,-0.537778,0.11763,0.004041,-0.570934,0.111513,0.004321,-0.590028,0.105363,0.004248,-0.600907,0.104182,0.004347,-1
-0.6,0.095936,0.003159,-0.612245,0.114478,0.00403,-0.580247,0.103694,0.003905,-0.644628,0.095813,0.003911,-0.656805,0.089579,0.003636,-0.626667,0.084951,0.003175,-0.567474,0.07977,0.002998,-0.506925,0.074296,0.002828,-0.487528,0.070378,0.002589,-1
-1,0.082745,0.000781,-1,0.064633,0.000792,-1,0.056113,0.000913,-0.991736,0.057279,0.001189,-0.994083,0.057966,0.001496,-0.968889,0.058221,0.001507,-0.927336,0.057811,0.001477,-0.891967,0.05876,0.001397,-0.861678,0.060585,0.001732,-1
-0.76,0.085527,0.001235,-0.22449,0.084728,0.001442,0.012346,0.071206,0.001469,0.07438,0.070841,0.002325,0.171598,0.075038,0.004009,0.253333,0.075371,0.00418,0.304498,0.072123,0.004056,0.3241,0.07423,0.00433,0.319728,0.076162,0.004581,1
-0.68,0.078328,0.000633,-0.591837,0.07835,0.000857,-0.382716,0.073203,0.001251,-0.305785,0.068375,0.001257,-0.254438,0.059965,0.001279,-0.235556,0.056434,0.00118,-0.252595,0.054608,0.001107,-0.246537,0.051825,0.001,-0.23356,0.050472,0.000958,1
-0.6,0.100673,0.001432,-0.428571,0.09447,0.00165,-0.333333,0.081895,0.00163,-0.305785,0.074726,0.001636,-0.289941,0.071192,0.001782,-0.315556,0.067242,0.001706,-0.349481,0.065297,0.001703,-0.362881,0.063564,0.001772,-0.360544,0.062232,0.001919,1
-0.28,0.091572,0.002766,-0.387755,0.094882,0.00242,-0.432099,0.099894,0.00274,-0.438017,0.103513,0.003008,-0.384615,0.108337,0.003608,-0.306667,0.109027,0.003994,-0.183391,0.104928,0.003889,-0.063712,0.098574,0.00385,0.029478,0.094734,0.003866,1
-0.96,0.095531,0.003541,-0.857143,0.086045,0.002564,-0.814815,0.07636,0.003205,-0.793388,0.088426,0.003541,-0.816568,0.0893,0.003165,-0.826667,0.082842,0.003039,-0.851211,0.084588,0.002912,-0.836565,0.083042,0.002895,-0.764172,0.078865,0.002694,-1
-0.6,0.077477,0.000978,-0.346939,0.071171,0.000921,-0.08642,0.064376,0.00071,0.090909,0.055801,0.000827,0.112426,0.055787,0.00069,0.04,0.055215,0.000823,-0.00346,0.054026,0.000856,-0.036011,0.052284,0.00087,-0.079365,0.052765,0.000998,1
-1,0.048227,0.000641,-0.959184,0.059395,0.001197,-0.851852,0.063474,0.001172,-0.702479,0.063555,0.001171,-0.585799,0.064706,0.001377,-0.528889,0.064955,0.00159,-0.550173,0.06478,0.001486,-0.567867,0.065842,0.001572,-0.564626,0.066657,0.001674,1
-1,0.023214,0.000134,-0.918367,0.056134,0.001384,-0.728395,0.066558,0.001633,-0.586777,0.058867,0.001837,-0.47929,0.061062,0.001811,-0.422222,0.059998,0.001877,-0.370242,0.061485,0.002123,-0.34626,0.060938,0.002111,-0.324263,0.060727,0.002115,1
-0.04,0.04654,0.00051,-0.183673,0.050821,0.000701,-0.234568,0.052245,0.000737,-0.190083,0.050408,0.000594,-0.171598,0.046932,0.000643,-0.155556,0.044895,0.000714,-0.121107,0.043471,0.000743,-0.058172,0.041864,0.000725,0.002268,0.041534,0.000721,1
-0.6,0.084006,0.001185,-0.510204,0.070961,0.001475,-0.481481,0.072976,0.001823,-0.471074,0.073245,0.002093,-0.514793,0.073111,0.001752,-0.52,0.071036,0.001774,-0.487889,0.069019,0.001713,-0.468144,0.06686,0.001504,-0.501134,0.066254,0.001432,1
-0.6,0.103115,0.002154,-0.673469,0.08018,0.002391,-0.679012,0.064369,0.00255,-0.677686,0.060848,0.002408,-0.698225,0.060512,0.00242,-0.706667,0.059375,0.002409,-0.705882,0.05686,0.002339,-0.692521,0.057814,0.00214,-0.655329,0.059437,0.001984,-1
-1,0.108752,0.002023,-0.836735,0.107398,0.002579,-0.654321,0.095981,0.002984,-0.553719,0.084973,0.003243,-0.550296,0.075615,0.00325,-0.511111,0.069601,0.003266,-0.487889,0.065601,0.003325,-0.465374,0.063011,0.003269,-0.46712,0.059976,0.003171,1
-0.4,0.050767,0.001562,-0.428571,0.06291,0.002324,-0.506173,0.073565,0.002503,-0.487603,0.077021,0.00247,-0.455621,0.078795,0.00236,-0.431111,0.08019,0.002323,-0.404844,0.079476,0.002463,-0.357341,0.077586,0.00267,-0.29932,0.073964,0.002748,-1
-0.68,0.056337,0.001583,-0.591837,0.072189,0.002286,-0.45679,0.075455,0.002138,-0.322314,0.075833,0.002059,-0.242604,0.07221,0.002065,-0.182222,0.072316,0.001963,-0.141869,0.071774,0.002061,-0.074792,0.06909,0.001949,-0.024943,0.066378,0.001914,1
-0.12,0.067678,0.001082,0.142857,0.062417,0.001225,0.308642,0.049124,0.001222,0.404959,0.043509,0.001,0.47929,0.038845,0.000914,0.528889,0.035283,0.000865,0.570934,0.032785,0.000809,0.595568,0.03128,0.000735,0.628118,0.029629,0.000676,1
-1,0.107072,0.003193,-0.877551,0.102025,0.002789,-0.703704,0.093523,0.002981,-0.53719,0.083358,0.00278,-0.39645,0.080398,0.003061,-0.262222,0.076973,0.00273,-0.16263,0.069908,0.002737,-0.074792,0.064946,0.002887,-0.002268,0.060895,0.00283,1
-0.32,0.12444,0.006297,-0.367347,0.105513,0.005752,-0.37037,0.097816,0.005769,-0.371901,0.109583,0.007232,-0.384615,0.109879,0.00641,-0.391111,0.107185,0.006178,-0.391003,0.113414,0.006418,-0.387812,0.115867,0.006643,-0.378685,0.110777,0.006555,-1
-0.52,0.134316,0.004243,-0.346939,0.115318,0.004077,-0.283951,0.103296,0.003707,-0.289256,0.092864,0.003455,-0.218935,0.083556,0.003192,-0.173333,0.078055,0.00311,-0.096886,0.07293,0.003042,-0.055402,0.068588,0.00287,-0.047619,0.065333,0.002598,1
-0.68,0.070164,0.001031,-0.22449,0.060468,0.000965,0.037037,0.050606,0.000796,0.22314,0.043071,0.000783,0.349112,0.038416,0.000772,0.44,0.036039,0.000749,0.508651,0.034003,0.000793,0.540166,0.032486,0.000839,0.546485,0.032,0.00089,1
-0.04,0.051238,0.000712,-0.102041,0.053389,0.000829,-0.012346,0.056579,0.000905,0.057851,0.054585,0.001,0.053254,0.054714,0.000944,0.04,0.057981,0.001146,-0.044983,0.060754,0.001233,-0.105263,0.059683,0.001172,-0.15873,0.056888,0.00118,1
-0.92,0.032599,0.000186,-0.959184,0.02897,0.000145,-0.975309,0.028575,0.000161,-0.983471,0.035224,0.00045,-0.988166,0.047318,0.001049,-0.991111,0.054973,0.001509,-0.972318,0.058562,0.001598,-0.925208,0.060835,0.00149,-0.873016,0.062505,0.001536,-1
-0.6,0.085789,0.001811,-0.591837,0.070578,0.002202,-0.62963,0.070867,0.002041,-0.603306,0.070361,0.001801,-0.597633,0.071558,0.001915,-0.555556,0.069585,0.001729,-0.550173,0.064823,0.0017,-0.518006,0.064365,0.001652,-0.514739,0.066169,0.001745,1
-1,0.077496,0.000995,-0.959184,0.087969,0.002716,-0.876543,0.082935,0.002214,-0.768595,0.078595,0.001998,-0.704142,0.074199,0.001823,-0.68,0.072514,0.001712,-0.626298,0.073839,0.001726,-0.567867,0.072777,0.001695,-0.514739,0.069459,0.001666,1
-0.2,0.11503,0.002592,-0.306122,0.091162,0.002509,-0.358025,0.090527,0.002534,-0.305785,0.092344,0.002357,-0.242604,0.091209,0.002178,-0.235556,0.086685,0.002083,-0.273356,0.082801,0.001936,-0.313019,0.080307,0.001842,-0.333333,0.07887,0.001854,1
-0.6,0.085833,0.001458,-0.183673,0.074212,0.001397,0.08642,0.065336,0.001527,0.123967,0.062835,0.001969,0.053254,0.063841,0.001952,-0.04,0.062305,0.001819,-0.079585,0.061548,0.0018,-0.080332,0.059387,0.001711,-0.0839,0.058006,0.001638,1
-0.8,0.081777,0.001874,-0.632653,0.101261,0.004734,-0.407407,0.102699,0.005071,-0.330579,0.095337,0.004396,-0.295858,0.087014,0.004242,-0.311111,0.083308,0.003992,-0.32526,0.084499,0.004179,-0.34072,0.087979,0.004894,-0.342404,0.088437,0.004325,-1
-1,0.099113,0.001574,-0.714286,0.094353,0.001478,-0.45679,0.082514,0.00147,-0.289256,0.07307,0.00168,-0.266272,0.069393,0.001732,-0.297778,0.066656,0.001855,-0.307958,0.066594,0.001999,-0.307479,0.065966,0.002077,-0.333333,0.065541,0.00222,1
-0.6,0.129211,0.003065,-0.714286,0.127612,0.003048,-0.740741,0.119536,0.004313,-0.702479,0.109062,0.003678,-0.662722,0.099955,0.003423,-0.653333,0.093703,0.00341,-0.615917,0.090841,0.00318,-0.567867,0.088205,0.00304,-0.53288,0.08454,0.003035,-1
-0.4,0.0545,0.000993,-0.469388,0.057439,0.00091,-0.518519,0.053617,0.000881,-0.561983,0.047962,0.000702,-0.621302,0.046063,0.000704,-0.662222,0.04585,0.000779,-0.66782,0.04603,0.000837,-0.67313,0.045383,0.000923,-0.687075,0.047694,0.00106,-1
-0.28,0.053344,0.000823,0.061224,0.062167,0.001416,0.283951,0.057503,0.001103,0.355372,0.05084,0.00108,0.349112,0.048662,0.001016,0.315556,0.045526,0.001015,0.273356,0.042755,0.000963,0.224377,0.043387,0.001025,0.21542,0.045154,0.001125,1
-0.44,0.082606,0.001436,-0.183673,0.076753,0.001715,-0.08642,0.064765,0.001616,0.057851,0.065325,0.001748,0.147929,0.061983,0.0014,0.182222,0.059636,0.001334,0.155709,0.063907,0.001671,0.119114,0.066971,0.002453,0.056689,0.072743,0.003096,1
-0.92,0.069183,0.000419,-0.877551,0.060845,0.000978,-0.851852,0.053922,0.001109,-0.834711,0.052517,0.001,-0.810651,0.047911,0.000916,-0.804444,0.044272,0.000855,-0.806228,0.044256,0.000787,-0.811634,0.044576,0.000758,-0.814059,0.044824,0.000738,-1
-0.32,0.080333,0.001126,-0.387755,0.067911,0.000885,-0.45679,0.061931,0.000899,-0.561983,0.064659,0.000976,-0.64497,0.071471,0.001192,-0.711111,0.075239,0.001555,-0.747405,0.07712,0.002006,-0.770083,0.076693,0.002326,-0.76644,0.07949,0.003183,-1
-0.92,0.064511,0.001874,-0.877551,0.063861,0.002635,-0.777778,0.06087,0.002668,-0.735537,0.057924,0.002657,-0.680473,0.054663,0.002578,-0.635556,0.05297,0.002449,-0.612457,0.050796,0.002225,-0.612188,0.049213,0.001942,-0.641723,0.048374,0.001841,1
-0.68,0.03778,0.000487,-0.632653,0.053057,0.000889,-0.604938,0.057755,0.000982,-0.603306,0.056414,0.00127,-0.585799,0.059803,0.001538,-0.604444,0.062864,0.001842,-0.612457,0.069067,0.002086,-0.628809,0.074544,0.002582,-0.582766,0.074285,0.002543,-1
-0.2,0.135665,0.016984,-0.163265,0.133366,0.011054,-0.111111,0.119541,0.008499,-0.190083,0.104805,0.007408,-0.289941,0.096568,0.006628,-0.328889,0.090448,0.006543,-0.363322,0.084207,0.006216,-0.396122,0.080914,0.006076,-0.414966,0.081364,0.006386,-1
-0.28,0.08105,0.001837,-0.22449,0.076813,0.001481,-0.185185,0.077439,0.001705,-0.190083,0.0701,0.001535,-0.183432,0.066726,0.001828,-0.173333,0.064599,0.001723,-0.183391,0.061993,0.001645,-0.180055,0.061822,0.001715,-0.129252,0.061518,0.001716,1
-0.6,0.030194,0.000168,-0.714286,0.039279,0.000863,-0.765432,0.059143,0.002265,-0.735537,0.07629,0.003133,-0.704142,0.079497,0.00322,-0.604444,0.074211,0.002479,-0.532872,0.071751,0.002621,-0.470914,0.068757,0.002516,-0.439909,0.065352,0.002363,-1
-0.52,0.086347,0.00159,-0.387755,0.083981,0.0018,-0.283951,0.073645,0.001809,-0.190083,0.068252,0.001874,-0.065089,0.063756,0.002267,-0.004444,0.058843,0.00238,0.024221,0.057696,0.002263,0.063712,0.057085,0.002383,0.0839,0.056578,0.002371,1
-0.84,0.067861,0.000905,-0.836735,0.076718,0.000813,-0.82716,0.075601,0.001057,-0.834711,0.071441,0.001156,-0.869822,0.065323,0.001151,-0.897778,0.060722,0.00124,-0.920415,0.057033,0.00122,-0.936288,0.055373,0.001114,-0.931973,0.054563,0.001151,-1
-0.68,0.072615,0.000732,-0.510204,0.06951,0.000846,-0.45679,0.07046,0.001016,-0.438017,0.067345,0.000945,-0.384615,0.062274,0.000909,-0.333333,0.055931,0.001034,-0.280277,0.052268,0.001019,-0.252078,0.049326,0.000928,-0.251701,0.046676,0.000884,1
-0.2,0.026855,0.000203,-0.326531,0.044248,0.00172,-0.469136,0.060368,0.002108,-0.545455,0.072229,0.002861,-0.591716,0.079841,0.002826,-0.666667,0.077959,0.002479,-0.67474,0.078235,0.002548,-0.67313,0.079472,0.002387,-0.637188,0.080021,0.002468,-1
-0.8,0.048977,0.000897,-0.77551,0.067797,0.001945,-0.753086,0.068372,0.001748,-0.760331,0.068862,0.002211,-0.769231,0.075127,0.002688,-0.786667,0.076717,0.002661,-0.788927,0.073068,0.002901,-0.781163,0.071879,0.0028,-0.780045,0.070151,0.002863,-1
-0.16,0.035329,0.000439,-0.326531,0.04657,0.000996,-0.432099,0.050834,0.001022,-0.53719,0.055505,0.001036,-0.597633,0.064387,0.001393,-0.608889,0.071402,0.001788,-0.577855,0.076021,0.002153,-0.526316,0.078323,0.002429,-0.45805,0.078404,0.002645,-1
-0.84,0.059358,0.000372,-0.673469,0.070714,0.000661,-0.518519,0.077687,0.000645,-0.421488,0.073634,0.001025,-0.372781,0.06532,0.001434,-0.328889,0.058428,0.001623,-0.297578,0.058198,0.001757,-0.279778,0.056493,0.001764,-0.276644,0.054515,0.001722,-1
-0.84,0.052493,0.000796,-0.469388,0.054337,0.000591,-0.135802,0.049838,0.000573,0.107438,0.044912,0.000802,0.254438,0.041913,0.000971,0.36,0.039598,0.001061,0.453287,0.037291,0.001104,0.501385,0.035935,0.001144,0.505669,0.03535,0.001116,1
-0.2,0.064457,0.001241,-0.265306,0.096747,0.003065,-0.234568,0.108984,0.006758,-0.115702,0.102588,0.00624,0.023669,0.090768,0.0051,0.128889,0.084741,0.004857,0.211073,0.081676,0.004626,0.268698,0.075832,0.004177,0.310658,0.071175,0.003832,1
-1,0.117229,0.002213,-0.755102,0.116921,0.001266,-0.45679,0.096987,0.001894,-0.404959,0.087296,0.001995,-0.502959,0.083969,0.001861,-0.52,0.081319,0.001869,-0.49481,0.077528,0.001835,-0.473684,0.075363,0.001965,-0.462585,0.075719,0.002154,1
0.04,0.060812,0.000495,0.183673,0.060643,0.001179,0.259259,0.054413,0.001153,0.338843,0.053304,0.001523,0.39645,0.050316,0.001458,0.431111,0.0476,0.001361,0.425606,0.045484,0.00126,0.396122,0.044723,0.001225,0.356009,0.044518,0.001201,1
-0.08,0.244175,0.004171,-0.061224,0.163993,0.010321,-0.08642,0.143933,0.01039,-0.107438,0.14271,0.010323,-0.08284,0.136649,0.009662,-0.102222,0.132023,0.009243,-0.155709,0.128732,0.008853,-0.188366,0.121593,0.008612,-0.199546,0.118507,0.008394,-1
-0.76,0.048568,0.00082,-0.591837,0.055176,0.000901,-0.407407,0.053036,0.000951,-0.239669,0.055374,0.000851,-0.029586,0.055242,0.00076,0.173333,0.052404,0.000757,0.259516,0.049344,0.000773,0.33518,0.046355,0.000791,0.378685,0.047406,0.000867,1
0,0.033776,0.000321,0,0.020191,0.000285,0,0.017459,0.000317,0,0.019335,0.000431,0,0.022049,0.000566,0,0.024781,0.000677,-0.00692,0.026508,0.000788,-0.049861,0.035229,0.00164,-0.115646,0.051016,0.00433,-1
-0.36,0.056708,0.000741,-0.22449,0.05599,0.001081,-0.234568,0.058846,0.00109,-0.256198,0.062597,0.001495,-0.313609,0.068682,0.002481,-0.315556,0.076644,0.003002,-0.242215,0.080438,0.003035,-0.160665,0.080788,0.003856,-0.090703,0.080771,0.003986,1
-0.28,0.152138,0.004017,-0.530612,0.123659,0.004595,-0.716049,0.111252,0.004443,-0.743802,0.095727,0.003607,-0.757396,0.079787,0.003297,-0.755556,0.072513,0.002909,-0.747405,0.066621,0.002776,-0.742382,0.062029,0.002703,-0.732426,0.059038,0.002529,-1
-0.44,0.087254,0.001879,-0.265306,0.087306,0.002114,-0.111111,0.076267,0.00238,-0.041322,0.071722,0.00247,-0.017751,0.066423,0.002445,-0.022222,0.061934,0.002253,-0.017301,0.063212,0.002896,-0.00277,0.064855,0.003367,0.027211,0.067023,0.004093,1
-0.6,0.121377,0.003359,-0.55102,0.090723,0.003346,-0.444444,0.07525,0.003301,-0.272727,0.065435,0.00311,-0.183432,0.061404,0.002724,-0.137778,0.058596,0.002575,-0.145329,0.057502,0.002622,-0.199446,0.059934,0.002469,-0.229025,0.060495,0.002178,-1
-0.36,0.059971,0.000632,0.061224,0.060855,0.001567,0.234568,0.055963,0.000904,0.272727,0.05031,0.000909,0.266272,0.047688,0.000855,0.262222,0.0447,0.000847,0.217993,0.043899,0.000966,0.191136,0.04308,0.000985,0.179138,0.042007,0.00087,1
0.2,0.097871,0.00244,-0.102041,0.11081,0.010053,-0.123457,0.115061,0.00747,-0.049587,0.102087,0.005519,-0.017751,0.097278,0.00559,0.057778,0.091187,0.00523,0.134948,0.083582,0.00461,0.229917,0.076694,0.004096,0.310658,0.073417,0.003764,1
-0.68,0.109925,0.003364,-0.469388,0.120987,0.004923,-0.259259,0.11862,0.004889,-0.140496,0.107941,0.004768,-0.159763,0.103896,0.004697,-0.182222,0.102772,0.004564,-0.231834,0.095064,0.003845,-0.274238,0.087747,0.003692,-0.292517,0.083509,0.003516,1
